id,name,brief,desc
2033,Grand T-shirt de Plage,Vêtements,
3033,Grand Chapeau de Plage,Accessoire,
4033,Grand Short de Plage,Bas,
1041,Manuel de l'Ecole,Arme,
2041,Uniforme de l'Ecole,Vêtements,
3041,Cravate de l'Ecole,Accessoire,
4041,Jupe d'Ecole,Bas,
1042,Manuel d'Ecole Brillant,Arme,
2042,Uniforme Brillant d'École,Vêtements,
3042,Cravate Brillante d'École,Accessoire,
4042,Jupe Brillante d'École,Bas,
1043,Carotte de Lapin,Arme,
2043,Haut de Lapin,Vêtements,
3043,Oreilles de Lapin,Accessoire,
4043,Chaussures de Lapin,Bas,
1044,Carotte de Lapin Avancé,Arme,
2044,Haut de Lapin Avancé,Vêtements,
3044,Oreilles de Lapin Avancé,Accessoire,
4044,Chaussures de Lapin Avancé,Bas,
1051,Guitare de Chanteuse,Arme,
2051,Tenue de Concert,Vêtements,
3051,Casque de Chanteuse,Accessoire,
4051,Chaussures de Chanteuse,Bas,
1052,Gâteau de Servante,Arme,
2052,Tablier de Servante,Vêtements,
3052,Bandeau de Servante,Accessoire,
4052,Chaussures de Servante,Bas,
1053,Sac d'Aventurier,Arme,
2053,Tenue d'Aventurier,Vêtements,
3053,Lunettes d'Aventurier,Accessoire,
4053,Chaussures d'Aventurier,Bas,
1054,Balai Magique,Arme,
2054,Habit Magique,Vêtements,
3054,Chapeau Magique,Accessoire,
4054,Chaussures Magiques,Bas,
1061,Éventail en Plume,Arme,
2061,Kimono,Vêtements,
3061,Noeud de Fleur,Accessoire,
4061,Sandales Japonaises,Bas,
1062,Ombrelle Classique,Arme,
2062,Robe Classique,Vêtements,
3062,Épingle à Cheveux Classique,Accessoire,
4062,Chaussures Classique,Bas,
1063,Ours en Peluche de Princesse,Arme,
2063,Robe de Princesse,Vêtements,
3063,Couronne de Princesse,Accessoire,
4063,Chaussures de Princesse,Bas,
1064,Sabre Galactique,Arme,
2064,Combinaison Galactique,Vêtements,
3064,Lunettes Galactiques,Accessoire,
4064,Bottes Galactiques,Bas,
1065,Faux Démoniaque,Arme,
2065,Costume Démoniaque,Vêtements,
3065,Ruban de Cheveux Démoniaque,Accessoire,
4065,Bottes Démoniaques,Bas,
1066,Baguette Angélique,Arme,
2066,Robe Angélique,Vêtements,
3066,Ruban Angélique,Accessoire,
4066,Ailes Angéliques,Bas,
1999,Équipement Spécial 1,Arme,
2999,Équipement Spécial 2,Vêtements,
3999,Équipement Spécial 3,Accessoire,
4999,Équipement Spécial 4,Bas,
5101,Cristal Bleu,,
5102,Cristal Bleu,,
5103,Cristal Bleu,,
5104,Cristal Bleu,,
5105,Cristal Bleu,,
5106,Cristal Bleu,,
5107,Cristal Bleu,,
5108,Cristal Bleu,,
5109,Cristal Bleu,,
5110,Cristal Bleu,,
5111,Cristal Bleu,,
5112,Cristal Bleu,,
5113,Cristal Bleu,,
5114,Cristal Bleu,,
5115,Cristal Bleu,,
5116,Cristal Bleu,,
5201,Cristal Jaune,,
5202,Cristal Jaune,,
5203,Cristal Jaune,,
5204,Cristal Jaune,,
5205,Cristal Jaune,,
5206,Cristal Jaune,,
5207,Cristal Jaune,,
5208,Cristal Jaune,,
5209,Cristal Jaune,,
5210,Cristal Jaune,,
5211,Cristal Jaune,,
5212,Cristal Jaune,,
5213,Cristal Jaune,,
5214,Cristal Jaune,,
5215,Cristal Jaune,,
5216,Cristal Jaune,,
5301,Cristal Runique,,
5302,Cristal Runique,,
5303,Cristal Runique,,
5304,Cristal Runique,,
5305,Cristal Runique,,
5306,Cristal Runique,,
5307,Cristal Runique,,
5308,Cristal Runique,,
5309,Cristal Runique,,
5310,Cristal Runique,,
5311,Cristal Runique,,
5312,Cristal Runique,,
5313,Cristal Runique,,
5314,Cristal Runique,,
5315,Cristal Runique,,
5316,Cristal Runique,,
5317,Cristal Runique,,
5318,Cristal Runique,,
5319,Cristal Runique,,
5320,Cristal Runique,,
5321,Cristal Runique,,
5322,Cristal Runique,,
5323,Cristal Runique,,
5324,Cristal Runique,,
5401,Cristal du Paradis,,
5402,Cristal du Paradis,,
5403,Cristal du Paradis,,
5404,Cristal du Paradis,,
5405,Cristal du Paradis,,
5406,Cristal du Paradis,,
5407,Cristal du Paradis,,
5408,Cristal du Paradis,,
5409,Cristal du Paradis,,
5410,Cristal du Paradis,,
5411,Cristal du Paradis,,
5412,Cristal du Paradis,,
5413,Cristal du Paradis,,
5414,Cristal du Paradis,,
5415,Cristal du Paradis,,
5416,Cristal du Paradis,,
5417,Cristal du Paradis,,
5418,Cristal du Paradis,,
5419,Cristal du Paradis,,
5420,Cristal du Paradis,,
5421,Cristal du Paradis,,
5422,Cristal du Paradis,,
5423,Cristal du Paradis,,
5424,Cristal du Paradis,,
5501,Cristal Agate,,
5502,Cristal Agate,,
5503,Cristal Agate,,
5504,Cristal Agate,,
5505,Cristal Agate,,
5506,Cristal Agate,,
5507,Cristal Agate,,
5508,Cristal Agate,,
5509,Cristal Agate,,
5510,Cristal Agate,,
5511,Cristal Agate,,
5512,Cristal Agate,,
5513,Cristal Agate,,
5514,Cristal Agate,,
5515,Cristal Agate,,
5516,Cristal Agate,,
5517,Cristal Agate,,
5518,Cristal Agate,,
5519,Cristal Agate,,
5520,Cristal Agate,,
5521,Cristal Agate,,
5522,Cristal Agate,,
5523,Cristal Agate,,
5524,Cristal Agate,,
5525,Cristal Agate,,
5526,Cristal Agate,,
5527,Cristal Agate,,
5528,Cristal Agate,,
5529,Cristal Agate,,
5530,Cristal Agate,,
5531,Cristal Agate,,
5532,Cristal Agate,,
5533,Cristal Agate,,
5534,Cristal Agate,,
5535,Cristal Agate,,
5536,Cristal Agate,,
5537,Cristal Agate,,
5538,Cristal Agate,,
5539,Cristal Agate,,
5540,Cristal Agate,,
5541,Cristal Agate,,
5542,Cristal Agate,,
5543,Cristal Agate,,
5544,Cristal Agate,,
5545,Cristal Agate,,
5546,Cristal Agate,,
5601,Jade Dragon,,
5602,Jade Dragon,,
5603,Jade Dragon,,
5604,Jade Dragon,,
5605,Jade Dragon,,
5606,Jade Dragon,,
5607,Jade Dragon,,
5608,Jade Dragon,,
5609,Jade Dragon,,
5610,Jade Dragon,,
5611,Jade Dragon,,
5612,Jade Dragon,,
5613,Jade Dragon,,
5614,Jade Dragon,,
5615,Jade Dragon,,
5616,Jade Dragon,,
5617,Jade Dragon,,
5618,Jade Dragon,,
5619,Jade Dragon,,
5620,Jade Dragon,,
5621,Jade Dragon,,
5622,Jade Dragon,,
5623,Jade Dragon,,
5624,Jade Dragon,,
5625,Jade Dragon,,
5626,Jade Dragon,,
5627,Jade Dragon,,
5628,Jade Dragon,,
5629,Jade Dragon,,
5630,Jade Dragon,,
5631,Jade Dragon,,
5632,Jade Dragon,,
5633,Jade Dragon,,
5634,Jade Dragon,,
5635,Jade Dragon,,
5636,Jade Dragon,,
5637,Jade Dragon,,
5638,Jade Dragon,,
5639,Jade Dragon,,
5640,Jade Dragon,,
6000,Essence,Matériel,
6001,Craie,Antiquité,
6002,Tabouret,Antiquité,
6003,Machette Maléfique,Antiquité,
6004,Lumière d'Alarme,Antiquité,
6005,Livre de Magie pour Débutant,Antiquité,
6006,Craie,Antiquité,
6007,Tabouret,Antiquité,
6008,Machette Maléfique,Antiquité,
6009,Lumière d'Alarme,Antiquité,
6010,Livre de Magie pour Débutant,Antiquité,
6011,Craie,Antiquité,
6012,Tabouret,Antiquité,
6013,Machette Maléfique,Antiquité,
6014,Lumière d'Alarme,Antiquité,
6015,Livre de Magie pour Débutant,Antiquité,
6016,Craie,Antiquité,
6017,Tabouret,Antiquité,
6018,Machette Maléfique,Antiquité,
6019,Lumière d'Alarme,Antiquité,
6020,Livre de Magie pour Débutant,Antiquité,
6021,Cube Doré,Antiquité,
6022,Couronne Argenté,Antiquité,
6023,Malédiction de Sorcière,Antiquité,
6024,Sac Universel,Antiquité,
6025,Guide de Magie Avancé,Antiquité,
6026,Cube Doré,Antiquité,
6027,Couronne Argentée,Antiquité,
6028,Malédiction de Sorcière,Antiquité,
6029,Sac Universel,Antiquité,
6030,Guide de Magie Avancé,Antiquité,
6031,Cube Doré,Antiquité,
6032,Couronne Argentée,Antiquité,
6033,Malédiction de Sorcière,Antiquité,
6034,Sac Universel,Antiquité,
6035,Guide de Magie Avancé,Antiquité,
6036,Cube Doré,Antiquité,
6037,Couronne Argentée,Antiquité,
6038,Malédiction de Sorcière,Antiquité,
6039,Sac Universel,Antiquité,
6040,Guide de Magie Avancé,Antiquité,
6041,Trèfle à 4 Feuilles,Antiquité,
6042,Fronde,Antiquité,
6043,Baiser de la Fée des Neiges,Antiquité,
6044,Ceinture Noire,Antiquité,
6045,Foulard de Judo,Antiquité,
6046,Trèfle à 4 Feuilles,Antiquité,
6047,Fronde,Antiquité,
6048,Baiser de la Fée des Neiges,Antiquité,
6049,Ceinture Noire,Antiquité,
6050,Foulard de Judo,Antiquité,
6051,Trèfle à 4 Feuilles,Antiquité,
6052,Fronde,Antiquité,
6053,Baiser de la Fée des Neiges,Antiquité,
6054,Ceinture Noire,Antiquité,
6055,Foulard de Judo,Antiquité,
6056,Trèfle à 4 Feuilles,Antiquité,
6057,Fronde,Antiquité,
6058,Baiser de la Fée des Neiges,Antiquité,
6059,Ceinture Noire,Antiquité,
6060,Foulard de Judo,Antiquité,
6061,Trèfle à 4 Feuilles,Antiquité,
6062,Fronde,Antiquité,
6063,Baiser de la Fée des Neiges,Antiquité,
6064,Ceinture Noire,Antiquité,
6065,Foulard de Judo,Antiquité,
6066,Batte de Baseball,Antiquité,
6067,Katana,Antiquité,
6068,Livre Scellé,Antiquité,
6069,Dent de Dragon,Antiquité,
6070,Baril de Pétrole,Antiquité,
6071,Chaussures en Cuir,Antiquité,
6072,Batte de Baseball,Antiquité,
6073,Katana,Antiquité,
6074,Livre Scellé,Antiquité,
6075,Dent de Dragon,Antiquité,
6076,Baril de Pétrole,Antiquité,
6077,Chaussures en Cuir,Antiquité,
6078,Batte de Baseball,Antiquité,
6079,Katana,Antiquité,
6080,Livre Scellé,Antiquité,
6081,Dent de Dragon,Antiquité,
6082,Baril de Pétrole,Antiquité,
6083,Chaussures en Cuir,Antiquité,
6084,Batte de Baseball,Antiquité,
6085,Katana,Antiquité,
6086,Livre Scellé,Antiquité,
6087,Dent de Dragon,Antiquité,
6088,Baril de Pétrole,Antiquité,
6089,Chaussures en Cuir,Antiquité,
6090,Batte de Baseball,Antiquité,
6091,Katana,Antiquité,
6092,Livre Scellé,Antiquité,
6093,Dent de Dragon,Antiquité,
6094,Baril de Pétrole,Antiquité,
6095,Chaussures en Cuir,Antiquité,
6096,Bâton d'Ange,Antiquité,
6097,Plume de Feu,Antiquité,
6098,Lame Démoniaque,Antiquité,
6099,Rune d'Eclair,Antiquité,
6100,Cœur Brave,Antiquité,
6101,Bas en Dentelle,Antiquité,
6102,Branche de Cerisier,Antiquité,
6103,Masque de Danse,Antiquité,
6104,Reine du Poker,Antiquité,
6105,Hache de la Fée des Neiges,Antiquité,
6106,Sapin de Noël,Antiquité,
6107,Cœur de Tonnerre,Antiquité,
6108,Super Potion,Antiquité,
6109,Pendentif d'Âme,Antiquité,
6110,Chanson de Gabriel,Antiquité,
6111,Livre Démoniaque,Antiquité,
6112,Croix du Destin,Antiquité,
6113,Couronne de Fée,Antiquité,
6114,Capuche de Chat,Antiquité,
6115,Porte Jarretelle,Antiquité,
6116,Ballon de Beach-Volley,Antiquité,
6117,Boucle d'Oreille Cœur,Antiquité,
6118,Bâton d'Ange,Antiquité,
6119,Plume de Feu,Antiquité,
6120,Lame Démoniaque,Antiquité,
6121,Rune d'Éclair,Antiquité,
6122,Cœur Brave,Antiquité,
6123,Bas en Dentelle,Antiquité,
6124,Branche de Cerisier,Antiquité,
6125,Masque de Danse,Antiquité,
6126,Reine du Poker,Antiquité,
6127,Hache de la Fée des Neiges,Antiquité,
6128,Sapin de Noël,Antiquité,
6129,Cœur de Tonnerre,Antiquité,
6130,Super Potion,Antiquité,
6131,Pendentif d'Âme,Antiquité,
6132,Chanson de Gabriel,Antiquité,
6133,Livre Démoniaque,Antiquité,
6134,Croix du Destin,Antiquité,
6135,Couronne de Fée,Antiquité,
6136,Capuche de Chat,Antiquité,
6137,Porte Jarretelle,Antiquité,
6138,Ballon de Beach-Volley,Antiquité,
6139,Boucle d'Oreille Cœur,Antiquité,
6140,Bâton d'Ange,Antiquité,
6141,Plume de Feu,Antiquité,
6142,Lame Démoniaque,Antiquité,
6143,Rune d'Eclair,Antiquité,
6144,Cœur Brave,Antiquité,
6145,Bas en Dentelle,Antiquité,
6146,Branche de Cerisier,Antiquité,
6147,Masque de Danse,Antiquité,
6148,Reine du Poker,Antiquité,
6149,Hache de la Fée des Neiges,Antiquité,
6150,Sapin de Noël,Antiquité,
6151,Cœur de Tonnerre,Antiquité,
6152,Super Potion,Antiquité,
6153,Pendentif d'Âme,Antiquité,
6154,Chanson de Gabriel,Antiquité,
6155,Livre Démoniaque,Antiquité,
6156,Croix du Destin,Antiquité,
6157,Couronne de Fée,Antiquité,
6158,Capuche de Chat,Antiquité,
6159,Porte Jarretelle,Antiquité,
6160,Ballon de Beach-Volley,Antiquité,
6161,Boucle d'Oreille Cœur,Antiquité,
6162,Bâton d'Ange,Antiquité,
6163,Plume de Feu,Antiquité,
6164,Lame Démoniaque,Antiquité,
6165,Rune d'Éclair,Antiquité,
6166,Cœur Brave,Antiquité,
6167,Bas en Dentelle,Antiquité,
6168,Branche de Cerisier,Antiquité,
6169,Masque de Danse,Antiquité,
6170,Reine du Poker,Antiquité,
6171,Hache de la Fée des Neiges,Antiquité,
6172,Sapin de Noël,Antiquité,
6173,Cœur de Tonnerre,Antiquité,
6174,Super Potion,Antiquité,
6175,Pendentif d'Âme,Antiquité,
6176,Chanson de Gabriel,Antiquité,
6177,Livre Démoniaque,Antiquité,
6178,Croix du Destin,Antiquité,
6179,Couronne de Fée,Antiquité,
6180,Capuche de Chat,Antiquité,
6181,Porte Jarretelle,Antiquité,
6182,Ballon de Beach-Volley,Antiquité,
6183,Boucle d'Oreille Cœur,Antiquité,
6184,Bâton d'Ange,Antiquité,
6185,Plume de Feu,Antiquité,
6186,Lame Démoniaque,Antiquité,
6187,Rune d'Éclair,Antiquité,
6188,Cœur Brave,Antiquité,
6189,Bas en Dentelle,Antiquité,
6190,Branche de Cerisier,Antiquité,
6191,Masque de Danse,Antiquité,
6192,Reine du Poker,Antiquité,
6193,Hache de la Fée des Neiges,Antiquité,
6194,Sapin de Noël,Antiquité,
6195,Cœur de Tonnerre,Antiquité,
6196,Super Potion,Antiquité,
6197,Pendentif d'Âme,Antiquité,
6198,Chanson de Gabriel,Antiquité,
6199,Livre Démoniaque,Antiquité,
6200,Croix du Destin,Antiquité,
6201,Couronne de Fée,Antiquité,
6202,Capuche de Chat,Antiquité,
6203,Porte Jarretelle,Antiquité,
6204,Ballon de Beach-Volley,Antiquité,
6205,Boucle d'Oreille Cœur,Antiquité,
6206,Bâton d'Ange,Antiquité,
6207,Plume de Feu,Antiquité,
6208,Lame Démoniaque,Antiquité,
6209,Rune d'Éclair,Antiquité,
6210,Cœur Brave,Antiquité,
6211,Bas en Dentelle,Antiquité,
6212,Branche de Cerisier,Antiquité,
6213,Masque de Danse,Antiquité,
6214,Reine du Poker,Antiquité,
6215,Hache de la Fée des Neiges,Antiquité,
6216,Sapin de Noël,Antiquité,
6217,Cœur de Tonnerre,Antiquité,
6218,Super Potion,Antiquité,
6219,Pendentif d'Âme,Antiquité,
6220,Chanson de Gabriel,Antiquité,
6221,Livre Démoniaque,Antiquité,
6222,Croix du Destin,Antiquité,
6223,Couronne de Fée,Antiquité,
6224,Capuche de Chat,Antiquité,
6225,Porte Jarretelle,Antiquité,
6226,Ballon de Beach-Volley,Antiquité,
6227,Boucle d'Oreille Cœur,Antiquité,
6228,Bénédiction de Geisha,Antiquité,
6229,Encensoir,Antiquité,
6230,Muramasa,Antiquité,
6231,Rage de la Fée du Feu,Antiquité,
6232,Récupération Totale,Antiquité,
6233,Pouvoir du Vent,Antiquité,
6234,Boule de Neige,Antiquité,
6235,Chapeau Magique Noir,Antiquité,
6236,Guide du Destin,Antiquité,
6237,Épée Scellée · Fantôme,Antiquité,
6238,Menottes du Mal · Fantôme,Antiquité,
6239,Bouclier Épineux · Fantôme,Antiquité,
6240,Cœur Scellé · Humain,Antiquité,
6241,Sang Démoniaque · Humain,Antiquité,
6242,Arc de la Fée des Neiges,Antiquité,
6243,Épée Scellée · Monstre,Antiquité,
6244,Menottes du Mal · Monstre,Antiquité,
6245,Bouclier Épineux · Monstre,Antiquité,
6246,Cœur Scellé · Fée,Antiquité,
6247,Couronne de la Reine,Antiquité,
6248,Ailes Démoniaques,Antiquité,
6249,Miroir du Destin,Antiquité,
6250,Cape d'Invisibilité,Antiquité,
6251,Bénédiction de Geisha,Antiquité,
6252,Encensoir,Antiquité,
6253,Muramasa,Antiquité,
6254,Rage de la Fée du Feu,Antiquité,
6255,Récupération Totale,Antiquité,
6256,Pouvoir du Vent,Antiquité,
6257,Boule de Neige,Antiquité,
6258,Chapeau Magique Noir,Antiquité,
6259,Guide du Destin,Antiquité,
6260,Épée Scellée · Fantôme,Antiquité,
6261,Menottes du Mal · Fantôme,Antiquité,
6262,Bouclier Épineux · Fantôme,Antiquité,
6263,Cœur Scellé · Humain,Antiquité,
6264,Sang Démoniaque · Humain,Antiquité,
6265,Arc de la Fée des Neiges,Antiquité,
6266,Épée Scellée · Monstre,Antiquité,
6267,Menottes du Mal · Monstre,Antiquité,
6268,Bouclier Épineux · Monstre,Antiquité,
6269,Cœur Scellé · Fée,Antiquité,
6270,Couronne de la Reine,Antiquité,
6271,Ailes Démoniaques,Antiquité,
6272,Miroir du Destin,Antiquité,
6273,Cape d'Invisibilité,Antiquité,
6274,Bénédiction de Geisha,Antiquité,
6275,Encensoir,Antiquité,
6276,Muramasa,Antiquité,
6277,Rage de la Fée du Feu,Antiquité,
6278,Récupération Totale,Antiquité,
6279,Pouvoir du Vent,Antiquité,
6280,Boule de Neige,Antiquité,
6281,Chapeau Magique Noir,Antiquité,
6282,Guide du Destin,Antiquité,
6283,Épée Scellée · Fantôme,Antiquité,
6284,Menottes du Mal · Fantôme,Antiquité,
6285,Bouclier Épineux · Fantôme,Antiquité,
6286,Cœur Scellé · Humain,Antiquité,
6287,Sang Démoniaque · Humain,Antiquité,
6288,Arc de la Fée des Neiges,Antiquité,
6289,Épée Scellée · Monstre,Antiquité,
6290,Menottes du Mal · Monstre,Antiquité,
